"years","months","month_num","quarter","region","warehouse_region","category","subcategory","brand","orders","units_sold","revenue","stokout_rate","shipping_delay_rate","avg_lead_time","total_returns","return_rate","return_reason"
2022,November,11,Q4,South,South,Skincare,Sunscreen,Skin Aqua,1,1,218000,0,0,3,1,1.00000000000000000000,Changed mind
2022,November,11,Q4,South,South,Skincare,Sunscreen,Skin Aqua,1,1,218000,0,0,4,1,1.00000000000000000000,Changed mind
2022,November,11,Q4,South,South,Skincare,Sunscreen,Skin Aqua,1,3,558000,0,0,3,3,1.00000000000000000000,Shade mismatch
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,28,35,6441000,0,0,3,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,12,17,3150000,0,0,4,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,11,15,2667000,0,0,5,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,9,16,2983000,0,0,6,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,1,1,153000,0,1,4,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Sunscreen,Sunplay,1,1,188000,1,0,4,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Kiehl's,4,5,4566000,0,0,3,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Kiehl's,4,4,4439000,0,0,4,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Kiehl's,1,1,1133000,0,0,5,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Kiehl's,2,2,1064000,0,0,6,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Kiehl's,1,1,1133000,0,0,3,1,1.00000000000000000000,Allergic reaction
2022,November,11,Q4,South,South,Skincare,Toner,Simple,11,17,2511000,0,0,3,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Simple,5,5,788000,0,0,4,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Simple,3,3,457000,0,0,5,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Simple,1,1,157000,0,1,3,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,South,Skincare,Toner,Simple,1,3,399000,0,0,5,1,0.33333333333333333333,Shade mismatch
2022,November,11,Q4,South,Unknown,Skincare,Cleanser,La Roche-Posay,1,3,1185000,0,0,3,0,0.00000000000000000000,Unspecified
2022,November,11,Q4,South,Unknown,Skincare,Sunscreen,La Roche-Posay,1,1,525000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Body Care,Body Serum,Nivea,2,4,712000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Body Care,Body Serum,Nivea,1,1,178000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Body Care,Deodorant,Old Spice,1,1,148000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Body Care,Soap,Dove,3,7,334000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Body Care,Soap,Dove,1,1,48000,0,0,5,1,1.00000000000000000000,Shade mismatch
2022,October,10,Q4,Central,Central,Makeup,Cushion,CLIO,1,2,1012000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,CLIO,3,3,1839000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,Laneige,4,8,6978000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,Laneige,1,2,1762000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,Laneige,2,3,2511000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,Laneige,1,1,886000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Cushion,Laneige,1,2,1754000,0,1,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Eyeliner,Judydoll,1,1,157000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,5,7,2237000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,3,4,1258000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,1,1,326000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,L’Oréal Paris,1,1,326000,0,0,7,1,1.00000000000000000000,Changed mind
2022,October,10,Q4,Central,Central,Makeup,Foundation,Maybelline,6,9,1921000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,Maybelline,3,3,594000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,Maybelline,2,3,641000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Foundation,Maybelline,1,1,214000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Balm,Dior,2,2,2085000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Balm,Dior,2,2,2085000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,"3CE",4,4,1465000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,"3CE",6,9,3322000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,"3CE",1,1,319000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,7,13,2431000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,3,4,765000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,1,3,579000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,Black Rouge,1,1,194000,0,1,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,rom&nd,4,4,643000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,rom&nd,2,5,1074000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,rom&nd,4,9,1955000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lip Tint,rom&nd,1,1,218000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,7,13,3067000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,4,5,953000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,1,4,948000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,1,1,238000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,2,2,476000,0,1,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,1,2,474000,1,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,1,2,478000,0,0,6,2,1.00000000000000000000,Allergic reaction
2022,October,10,Q4,Central,Central,Makeup,Lipstick,Maybelline,1,1,209000,0,0,5,1,1.00000000000000000000,Leaked product
2022,October,10,Q4,Central,Central,Makeup,Mascara,Kiss Me,2,2,653000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Mascara,Maybelline,3,4,1010000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Makeup,Mascara,Maybelline,2,2,513000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,8,10,4909000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,5,5,2464000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,4,4,1887000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,1,2,986000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,La Roche-Posay,1,3,1464000,0,0,5,3,1.00000000000000000000,Changed mind
2022,October,10,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,2,3,2546000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,1,1,940000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,2,2,1890000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,Paula's Choice,1,3,2820000,0,1,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,SVR,3,5,2184000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,SVR,3,4,1733000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Acne Care,SVR,2,2,881000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,CeraVe,24,26,8355000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,CeraVe,12,17,5740000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,CeraVe,9,10,3386000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,CeraVe,3,6,2052000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,CeraVe,1,1,345000,1,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,14,18,6940000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,8,11,4309000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,6,7,2677000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,La Roche-Posay,1,1,393000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Senka,11,18,1962000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Senka,3,3,360000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Senka,2,3,374000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Senka,3,5,610000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,8,10,1312000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,2,2,269000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,2,2,268000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,1,1,134000,1,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,1,2,266000,0,0,5,1,0.50000000000000000000,Changed mind
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,1,1,133000,0,0,7,1,1.00000000000000000000,Damaged package
2022,October,10,Q4,Central,Central,Skincare,Cleanser,Simple,1,2,236000,0,0,7,1,0.50000000000000000000,Leaked product
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Laneige,4,4,2069000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Laneige,3,3,1557000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Laneige,1,2,0,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Laneige,2,5,2575000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Laneige,1,2,928000,0,1,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Vaseline,4,6,569000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Vaseline,1,1,95000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Vaseline,3,3,284000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Lip Care,Vaseline,1,3,261000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,Bifesta,2,2,315000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,Bifesta,1,2,316000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,Bifesta,1,1,157000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,L’Oréal Paris,7,10,1272000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,L’Oréal Paris,3,6,758000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,L’Oréal Paris,1,2,256000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,L’Oréal Paris,1,1,113000,0,1,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Makeup Remover,L’Oréal Paris,1,1,124000,0,0,5,1,1.00000000000000000000,Shade mismatch
2022,October,10,Q4,Central,Central,Skincare,Mask,Innisfree,3,3,1015000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Mask,Innisfree,1,1,337000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Mask,Innisfree,1,2,680000,0,0,7,2,1.00000000000000000000,Allergic reaction
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Bioderma,3,4,1822000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Bioderma,2,2,916000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Bioderma,2,5,2290000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Bioderma,1,1,452000,0,1,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Garnier,1,2,354000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Garnier,2,3,533000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Garnier,3,3,534000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,Garnier,1,1,179000,1,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,L’Oréal Paris,6,12,2210000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,L’Oréal Paris,5,8,1366000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,L’Oréal Paris,2,3,376000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Micellar Water,L’Oréal Paris,1,1,168000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Bioderma,4,5,2129000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Bioderma,4,7,2879000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Bioderma,1,1,0,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Bioderma,1,1,427000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Bioderma,1,4,1700000,0,1,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,CeraVe,4,7,3193000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,CeraVe,3,3,1331000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,CeraVe,1,2,824000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,CeraVe,1,1,460000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Kiehl's,3,3,2818000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Kiehl's,1,1,970000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Neutrogena,7,11,4281000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Neutrogena,3,5,1885000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Moisturizer,Neutrogena,2,2,790000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,7,9,4019000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,6,10,4548000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,6,7,3159000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,1,2,914000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,1,1,454000,1,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,L’Oréal Paris,1,1,454000,0,0,6,1,1.00000000000000000000,Damaged package
2022,October,10,Q4,Central,Central,Skincare,Serum,Rohto,7,9,2426000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Rohto,2,3,821000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Rohto,1,2,538000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Skin1004,6,6,2648000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Skin1004,7,11,4921000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Skin1004,1,1,405000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Skin1004,2,5,2218000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Some By Mi,3,3,1153000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Some By Mi,3,4,1578000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Some By Mi,1,2,790000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,The Ordinary,8,12,3804000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,The Ordinary,2,2,637000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,The Ordinary,2,2,635000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,The Ordinary,1,1,317000,1,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Vichy,4,9,7803000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Vichy,1,1,881000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Vichy,1,4,3560000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Serum,Vichy,1,1,890000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sheet Mask,Mediheal,2,2,66000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sheet Mask,Mediheal,4,14,461000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sheet Mask,Mediheal,1,3,105000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sheet Mask,Mediheal,1,1,35000,0,0,5,1,1.00000000000000000000,Changed mind
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Anessa,10,18,12430000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Anessa,8,12,8266000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Anessa,4,5,3445000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Anessa,1,2,1378000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Anessa,1,1,689000,0,0,5,1,1.00000000000000000000,Leaked product
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Bioré,9,14,3432000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Bioré,4,7,1732000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Bioré,5,7,1679000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Bioré,2,2,464000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,La Roche-Posay,16,26,13305000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,La Roche-Posay,6,9,4512000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,La Roche-Posay,7,13,6180000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,La Roche-Posay,1,1,522000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,La Roche-Posay,1,4,2080000,1,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Skin Aqua,6,8,1727000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Skin Aqua,5,7,1494000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Skin Aqua,2,3,652000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Skin Aqua,3,4,829000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Skin Aqua,1,1,218000,0,1,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Sunplay,10,12,2158000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Sunplay,8,12,2160000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Sunplay,4,6,1121000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Sunscreen,Sunplay,1,1,187000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Toner,Kiehl's,3,4,4583000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Toner,Kiehl's,2,3,3266000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Toner,Simple,3,3,465000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Toner,Simple,4,8,1252000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,Central,Skincare,Toner,Simple,1,1,159000,0,0,8,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Body Care,Deodorant,Old Spice,1,1,141000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Makeup,Cushion,CLIO,1,3,1851000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Makeup,Eyeliner,Judydoll,1,1,157000,0,0,7,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Makeup,Foundation,L’Oréal Paris,1,1,327000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Makeup,Foundation,Maybelline,2,4,844000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Makeup,Lipstick,Maybelline,1,2,402000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Skincare,Acne Care,La Roche-Posay,1,2,868000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Skincare,Cleanser,CeraVe,2,3,924000,0,0,4,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Skincare,Cleanser,CeraVe,1,1,342000,0,0,5,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Skincare,Cleanser,CeraVe,3,3,986000,0,0,6,0,0.00000000000000000000,Unspecified
2022,October,10,Q4,Central,North,Skincare,Cleanser,CeraVe,1,3,1026000,0,0,5,3,1.00000000000000000000,Changed mind
